Kind,Name,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountDeclClass,CountDeclFile,CountLineCode
File,"CityNeo4jRepository.java",,3.00,,0,0,,,1,,5
File,"CityRedisRepository.java",,3.00,,0,0,,,1,,5
File,"CityRepository.java",,3.75,,0,0,,,1,,4
File,"CityRepository.java",,3.75,,0,0,,,1,,4
File,"CityRepository.java",,1.50,,3,3,,,1,,10
File,"CityRepository.java",,1.36,,3,3,,,1,,11
File,"CityRepository.java",,1.50,,3,3,,,1,,10
File,"CityRepository.java",,1.88,,1,1,,,1,,8
File,"CityRepository.java",,1.50,,3,3,,,1,,10
File,"CityRepository.java",,2.57,,1,1,,,1,,7
File,"CityRepository.java",,1.36,,3,3,,,1,,11
File,"CityRepository.java",,1.00,,2,2,,,1,,15
File,"CityRepository.java",,1.36,,3,3,,,1,,11
File,"CityRepository.java",,1.36,,3,3,,,1,,11
File,"CityRepositoryIntegrationTests.java",,0.95,,1,1,,,1,,21
File,"CityRepositoryIntegrationTests.java",,0.60,,3,3,,,1,,35
File,"CityRepositoryIntegrationTests.java",,0.95,,1,1,,,1,,21
File,"CityRepositoryIntegrationTests.java",,0.95,,1,1,,,1,,21
File,"CitySearchCriteria.java",,0.79,,4,4,,,1,,19
File,"CitySearchCriteria.java",,0.79,,4,4,,,1,,19
File,"CitySearchCriteria.java",,0.79,,4,4,,,1,,19
File,"CitySearchCriteria.java",,0.79,,4,4,,,1,,19
File,"CityService.java",,1.50,,3,3,,,1,,10
File,"CityService.java",,1.50,,3,3,,,1,,10
File,"CityService.java",,1.50,,3,3,,,1,,10
File,"CityServiceImpl.java",,0.31,,4,4,,,1,,48
File,"CityServiceImpl.java",,0.31,,4,4,,,1,,48
File,"CityServiceImpl.java",,0.31,,4,4,,,1,,48
File,"CitySolrRepository.java",,3.00,,0,0,,,1,,5
File,"ClassLoaderFile.java",,1.74,,7,7,,,2,,34
File,"ClassLoaderFileRepository.java",,3.30,,2,2,,,2,,10
File,"ClassLoaderFileTests.java",,0.38,,7,7,,,1,,53
File,"ClassLoaderFileURLStreamHandler.java",,0.62,,6,6,,,2,,34
File,"ClassLoaderFiles.java",,0.74,,17,17,,,2,,99
File,"ClassLoaderFilesResourcePatternResolver.java",,0.20,,17,17,,,5,,185
File,"ClassLoaderFilesResourcePatternResolverTests.java",,0.22,,10,10,,,1,,104
File,"ClassLoaderFilesTests.java",,0.15,,13,13,,,1,,137
File,"ClassLoaderIntegrationTests.java",,1.50,,1,1,,,1,,14
File,"ClassPathChangeUploader.java",,0.17,,7,7,,,1,,132
File,"ClassPathChangeUploaderTests.java",,0.19,,12,12,,,1,,130
File,"ClassPathChangedEvent.java",,1.64,,3,3,,,1,,22
File,"ClassPathChangedEventTests.java",,0.57,,3,3,,,1,,35
File,"ClassPathExclusions.java",,2.55,,1,1,,,1,,11
File,"ClassPathFileChangeListener.java",,0.62,,4,4,,,1,,47
File,"ClassPathFileChangeListenerTests.java",,0.24,,6,6,,,1,,84
File,"ClassPathFileSystemWatcher.java",,0.68,,5,5,,,1,,50
File,"ClassPathFileSystemWatcherTests.java",,0.18,,11,11,,,5,,114
File,"ClassPathFolders.java",,0.54,,4,4,,,1,,39
File,"ClassPathOverrides.java",,2.70,,1,1,,,1,,10
File,"ClassPathRestartStrategy.java",,5.80,,1,1,,,1,,5
File,"ClassWithMainMethod.java",,2.22,,1,2,,,1,,9
File,"ClassWithMainMethod.java",,2.22,,1,2,,,1,,9
File,"ClassWithNestedProperties.java",,0.87,,4,4,,,3,,23
File,"ClassWithoutMainMethod.java",,6.67,,0,0,,,1,,3
File,"ClassWithoutMainMethod.java",,6.67,,0,0,,,1,,3
File,"ClassifierTests.java",,0.65,,3,3,,,1,,31
File,"ClasspathLoggingApplicationListener.java",,0.43,,5,5,,,1,,53
File,"ClearCachesApplicationListener.java",,0.81,,2,2,,,1,,26
File,"ClearCommand.java",,1.24,,2,2,,,1,,17
File,"CliTester.java",,0.15,,17,17,,,4,,175
File,"CloudAutoConfiguration.java",,1.29,,0,0,,,1,,24
File,"CloudAutoConfigurationTests.java",,0.74,,1,1,,,1,,27
File,"CloudFoundryActuatorAutoConfiguration.java",,0.29,,6,6,,,3,,91
File,"CloudFoundryActuatorAutoConfigurationTests.java",,0.14,,11,11,,,1,,159
File,"CloudFoundryAuthorizationException.java",,0.86,,8,8,,,2,,36
File,"CloudFoundryAuthorizationExceptionTests.java",,0.36,,10,10,,,1,,56
File,"CloudFoundryDiscoveryMvcEndpoint.java",,0.47,,4,5,,,2,,51
File,"CloudFoundryDiscoveryMvcEndpointTests.java",,0.33,,8,8,,,3,,80
File,"CloudFoundryEndpointHandlerMapping.java",,0.38,,4,4,,,1,,52
File,"CloudFoundryEndpointHandlerMappingTests.java",,0.21,,10,10,,,6,,95
File,"CloudFoundryHealthMvcEndpoint.java",,1.77,,2,2,,,1,,13
File,"CloudFoundryHealthMvcEndpointTests.java",,0.83,,1,1,,,1,,24
File,"CloudFoundryIgnorePathsExample.java",,1.19,,1,1,,,2,,21
File,"CloudFoundrySecurityInterceptor.java",,0.24,,4,4,,,1,,83
File,"CloudFoundrySecurityInterceptorTests.java",,0.13,,13,13,,,3,,161
File,"CloudFoundrySecurityService.java",,0.36,,6,6,,,1,,97
File,"CloudFoundrySecurityServiceTests.java",,0.14,,13,13,,,1,,172
File,"CloudFoundryVcapEnvironmentPostProcessor.java",,0.44,,10,10,,,1,,154
File,"CloudFoundryVcapEnvironmentPostProcessorTests.java",,0.21,,7,7,,,1,,100
File,"CloudPlatform.java",,1.42,,6,7,,,3,,31
File,"CloudPlatformTests.java",,0.48,,5,5,,,1,,42
File,"ClusterBuilderCustomizer.java",,4.50,,1,1,,,1,,6
File,"ColorConverter.java",,0.32,,4,5,,,1,,93
File,"ColorConverter.java",,0.52,,2,2,,,1,,44
File,"ColorConverterTests.java",,0.17,,16,18,,,2,,115
File,"ColorConverterTests.java",,0.21,,12,14,,,1,,94
File,"Command.java",,4.31,,7,7,,,1,,13
File,"CommandCompleter.java",,0.23,,6,6,,,2,,105
File,"CommandException.java",,1.54,,8,8,,,2,,39
File,"CommandFactory.java",,4.17,,1,1,,,1,,6
File,"CommandLineIT.java",,0.40,,5,5,,,1,,52
File,"CommandLineInvoker.java",,0.21,,17,17,,,4,,137
File,"CommandLineRunner.java",,5.33,,1,1,,,1,,6
File,"CommandRunner.java",,0.44,,21,21,,,1,,190
File,"CommandRunnerIntegrationTests.java",,0.83,,2,2,,,1,,24
File,"CommandRunnerTests.java",,0.16,,21,21,,,3,,148
File,"CommonsDbcp2DataSourcePoolMetadata.java",,0.84,,5,5,,,1,,25
File,"CommonsDbcp2DataSourcePoolMetadataTests.java",,0.32,,10,10,,,3,,62
File,"CommonsDbcpDataSourceConfigurationTests.java",,0.34,,4,4,,,2,,67
File,"CommonsDbcpDataSourcePoolMetadata.java",,0.81,,5,5,,,1,,26
File,"CommonsDbcpDataSourcePoolMetadataTests.java",,0.32,,10,10,,,3,,62
File,"CommonsLoggingLiquibaseLogger.java",,0.35,,13,13,,,1,,88
File,"CommonsLoggingLiquibaseLoggerTests.java",,0.19,,14,14,,,2,,110
File,"CompilerAutoConfiguration.java",,2.31,,5,5,,,1,,26
File,"CompilerOptionHandler.java",,0.61,,6,6,,,1,,36
File,"CompleteTwoDataSourcesExample.java",,0.76,,4,4,,,2,,34
File,"CompleteTwoDataSourcesExampleTests.java",,0.67,,1,1,,,1,,30
Unknown Annotation,"ComponentScan.Filter",,0.00,,,,,,,,
File,"CompositeDependencyManagement.java",,0.58,,4,4,,,1,,38
File,"CompositeDependencyManagementTests.java",,0.33,,6,6,,,1,,60
File,"CompositeHealthIndicator.java",,1.14,,4,4,,,1,,29
File,"CompositeHealthIndicatorConfiguration.java",,0.63,,2,2,,,1,,38
File,"CompositeHealthIndicatorTests.java",,0.24,,5,5,,,1,,91
File,"CompositeMetricReader.java",,0.50,,4,4,,,1,,40
File,"CompositeMetricWriter.java",,0.57,,6,6,,,1,,37
File,"CompositeProxySelector.java",,0.95,,2,2,,,1,,22
File,"Compression.java",,1.06,,8,8,,,1,,32
File,"CompressionTests.java",,1.33,,2,2,,,1,,15
File,"ConcurrentKafkaListenerContainerFactoryConfigurer.java",,0.94,,2,2,,,1,,34
File,"ConcurrentMapCacheStatisticsProvider.java",,1.62,,1,1,,,1,,13
File,"ConcurrentReferenceCachingMetadataReaderFactory.java",,1.23,,6,6,,,1,,39
File,"ConcurrentReferenceCachingMetadataReaderFactoryTests.java",,0.50,,3,3,,,2,,40
File,"ConditionEvaluationReport.java",,0.45,,19,21,,,4,,164
File,"ConditionEvaluationReportAutoConfigurationImportListener.java",,0.84,,2,2,,,1,,25
File,"ConditionEvaluationReportAutoConfigurationImportListenerTests.java",,0.39,,4,4,,,1,,51
File,"ConditionEvaluationReportMessage.java",,0.16,,7,7,,,1,,133
File,"ConditionEvaluationReportTests.java",,0.09,,21,21,,,10,,256
File,"ConditionMessage.java",,0.98,,32,37,,,6,,193
File,"ConditionMessageTests.java",,0.14,,24,24,,,1,,146
File,"ConditionOutcome.java",,1.15,,8,14,,,1,,66
File,"ConditionalOnBean.java",,2.48,,5,5,,,1,,21
File,"ConditionalOnBeanTests.java",,0.13,,18,18,,,12,,166
File,"ConditionalOnClass.java",,2.00,,2,2,,,1,,15
File,"ConditionalOnClassTests.java",,0.28,,7,7,,,6,,71
File,"ConditionalOnCloudPlatform.java",,1.67,,1,1,,,1,,15
File,"ConditionalOnCloudPlatformTests.java",,0.32,,7,7,,,3,,56
File,"ConditionalOnEnabledEndpoint.java",,2.20,,2,2,,,1,,15
File,"ConditionalOnEnabledHealthIndicator.java",,2.07,,1,1,,,1,,14
File,"ConditionalOnEnabledInfoContributor.java",,2.07,,1,1,,,1,,14
File,"ConditionalOnEnabledResourceChain.java",,1.77,,0,0,,,1,,13
File,"ConditionalOnEnabledResourceChainTests.java",,0.38,,8,8,,,2,,53
File,"ConditionalOnExpression.java",,1.86,,1,1,,,1,,14
File,"ConditionalOnExpressionTests.java",,0.53,,4,4,,,3,,38
File,"ConditionalOnInitializedRestarter.java",,1.69,,0,0,,,1,,13
File,"ConditionalOnJava.java",,1.19,,9,10,,,3,,58
File,"ConditionalOnJavaTests.java",,0.14,,20,20,,,5,,146
File,"ConditionalOnJndi.java",,1.80,,1,1,,,1,,15
File,"ConditionalOnJndiTests.java",,0.15,,18,18,,,5,,142
File,"ConditionalOnMissingBean.java",,2.78,,7,7,,,1,,23
File,"ConditionalOnMissingBeanTests.java",,0.06,,56,56,,,32,,508
File,"ConditionalOnMissingBeanWithFilteredClasspathTests.java",,0.58,,3,3,,,3,,36
File,"ConditionalOnMissingClass.java",,1.79,,1,1,,,1,,14
File,"ConditionalOnMissingClassTests.java",,0.43,,5,5,,,4,,46
File,"ConditionalOnNotWebApplication.java",,1.62,,0,0,,,1,,13
File,"ConditionalOnNotWebApplicationTests.java",,0.53,,4,4,,,3,,38
File,"ConditionalOnProperty.java",,5.00,,6,6,,,1,,20
File,"ConditionalOnPropertyTests.java",,0.08,,51,51,,,18,,344
File,"ConditionalOnResource.java",,1.79,,1,1,,,1,,14
File,"ConditionalOnResourceTests.java",,0.36,,6,6,,,4,,55
File,"ConditionalOnSingleCandidate.java",,3.00,,3,3,,,1,,18
File,"ConditionalOnSingleCandidateTests.java",,0.09,,23,23,,,10,,226
File,"ConditionalOnWebApplication.java",,1.62,,0,0,,,1,,13
File,"ConditionalOnWebApplicationTests.java",,0.49,,4,4,,,3,,41
File,"ConfigFileApplicationContextInitializer.java",,1.33,,2,2,,,2,,18
File,"ConfigFileApplicationContextInitializerTests.java",,0.83,,1,1,,,2,,24
File,"ConfigFileApplicationListener.java",,0.27,,54,55,,,6,,555
File,"ConfigFileApplicationListenerTests.java",,0.06,,73,73,,,15,,795
File,"ConfigurableDataSourceExample.java",,1.04,,2,2,,,2,,25
File,"ConfigurableDataSourceExampleTests.java",,0.69,,1,1,,,1,,29
File,"ConfigurableEmbeddedServletContainer.java",,3.76,,20,20,,,1,,34
File,"ConfigurationBeanFactoryMetaData.java",,0.28,,8,8,,,3,,78
File,"ConfigurationMetadata.java",,0.30,,11,14,,,1,,143
File,"ConfigurationMetadataAnnotationProcessor.java",,0.07,,30,30,,,1,,369
File,"ConfigurationMetadataAnnotationProcessorTests.java",,0.05,,52,52,,,2,,704
File,"ConfigurationMetadataGroup.java",,1.95,,4,4,,,1,,22
File,"ConfigurationMetadataHint.java",,0.57,,7,7,,,1,,37
File,"ConfigurationMetadataItem.java",,2.00,,4,4,,,1,,17
File,"ConfigurationMetadataProperty.java",,1.25,,16,16,,,1,,61
File,"ConfigurationMetadataRepository.java",,4.71,,2,2,,,1,,7
File,"ConfigurationMetadataRepositoryJsonBuilder.java",,0.63,,9,12,,,1,,108
File,"ConfigurationMetadataRepositoryJsonBuilderTests.java",,0.09,,14,14,,,1,,244
File,"ConfigurationMetadataSource.java",,1.02,,13,13,,,1,,53
File,"ConfigurationMetadataTests.java",,0.40,,11,11,,,1,,50
File,"ConfigurationProperties.java",,1.69,,2,2,,,1,,13
File,"ConfigurationProperties.java",,2.82,,6,6,,,1,,22
File,"ConfigurationPropertiesAutoConfiguration.java",,2.78,,0,0,,,1,,9
File,"ConfigurationPropertiesAutoConfigurationTests.java",,0.40,,6,6,,,3,,50
File,"ConfigurationPropertiesBinding.java",,1.62,,0,0,,,1,,13
File,"ConfigurationPropertiesBindingPostProcessor.java",,0.21,,37,37,,,4,,377
File,"ConfigurationPropertiesBindingPostProcessorRegistrar.java",,1.04,,1,1,,,1,,24
File,"ConfigurationPropertiesBindingPostProcessorTests.java",,0.04,,75,79,,,26,,563
File,"ConfigurationPropertiesReportEndpoint.java",,0.44,,21,21,,,4,,209
File,"ConfigurationPropertiesReportEndpointMethodAnnotationsTests.java",,0.19,,13,13,,,5,,106
File,"ConfigurationPropertiesReportEndpointParentTests.java",,0.26,,10,10,,,6,,98
File,"ConfigurationPropertiesReportEndpointProxyTests.java",,0.29,,8,8,,,5,,72
File,"ConfigurationPropertiesReportEndpointSerializationTests.java",,0.07,,33,33,,,15,,299
File,"ConfigurationPropertiesReportEndpointTests.java",,0.10,,27,27,,,5,,218
File,"ConfigurationWarningsApplicationContextInitializer.java",,0.26,,16,16,,,4,,151
File,"ConfigurationWarningsApplicationContextInitializerTests.java",,0.23,,12,12,,,3,,115
File,"Connection.java",,0.38,,8,8,,,1,,104
File,"ConnectionClosedException.java",,2.86,,1,1,,,1,,7
File,"ConnectionInputStream.java",,1.22,,5,5,,,1,,41
File,"ConnectionInputStreamTests.java",,0.31,,6,6,,,2,,65
File,"ConnectionOutputStream.java",,0.67,,4,4,,,1,,30
File,"ConnectionOutputStreamTests.java",,0.47,,3,3,,,1,,43
File,"ConnectorStartFailedException.java",,1.93,,2,2,,,1,,14
File,"ConnectorStartFailureAnalyzer.java",,1.05,,1,1,,,1,,19
File,"Consumer.java",,1.50,,1,1,,,1,,10
File,"ContentContainingCondition.java",,0.58,,2,2,,,1,,36
File,"ContextIdApplicationContextInitializer.java",,1.45,,6,6,,,1,,44
File,"ContextIdApplicationContextInitializerTests.java",,0.40,,5,5,,,1,,50
File,"ControllerOne.java",,1.50,,1,1,,,1,,10
File,"ConverterBindingTests.java",,0.21,,12,13,,,7,,101
File,"CouchbaseAutoConfiguration.java",,0.38,,7,7,,,5,,93
File,"CouchbaseAutoConfigurationIntegrationTests.java",,0.45,,4,4,,,2,,44
File,"CouchbaseAutoConfigurationTests.java",,0.18,,15,15,,,2,,129
File,"CouchbaseCacheConfiguration.java",,0.55,,2,2,,,1,,38
File,"CouchbaseConfigurerAdapterConfiguration.java",,0.81,,2,2,,,1,,26
File,"CouchbaseDataAutoConfiguration.java",,0.65,,1,1,,,2,,34
File,"CouchbaseDataAutoConfigurationTests.java",,0.14,,14,14,,,5,,141
File,"CouchbaseDataProperties.java",,1.40,,4,4,,,1,,20
File,"CouchbaseHealthIndicator.java",,1.05,,2,2,,,1,,20
File,"CouchbaseProperties.java",,0.46,,33,33,,,6,,140
File,"CouchbaseRepositoriesAutoConfiguration.java",,1.15,,0,0,,,1,,20
File,"CouchbaseRepositoriesAutoConfigurationTests.java",,0.30,,6,6,,,4,,71
File,"CouchbaseRepositoriesRegistrar.java",,0.84,,3,3,,,2,,25
File,"CouchbaseTestConfigurer.java",,0.71,,4,4,,,1,,28
File,"CouchbaseTestServer.java",,0.33,,6,7,,,3,,83
File,"CounterBuffer.java",,1.00,,4,4,,,1,,21
File,"CounterBuffers.java",,0.75,,5,5,,,3,,28
File,"CounterBuffersTests.java",,0.61,,5,5,,,3,,33
File,"CounterService.java",,5.33,,3,3,,,1,,6
File,"CounterServiceSpeedTests.java",,0.16,,8,10,,,6,,125
File,"CounterWriter.java",,6.60,,2,2,,,1,,5
File,"Country.java",,0.54,,4,4,,,1,,28
File,"Country.java",,0.65,,4,4,,,1,,23
File,"Country.java",,0.56,,4,4,,,1,,27
File,"CountryRepository.java",,3.75,,0,0,,,1,,4
File,"CountryRepository.java",,3.75,,0,0,,,1,,4
File,"CountryRepository.java",,1.15,,1,1,,,1,,13
File,"CrshAutoConfiguration.java",,0.21,,37,37,,,10,,401
File,"CrshAutoConfigurationTests.java",,0.08,,19,19,,,3,,317
File,"CustomCommand.java",,1.38,,2,2,,,1,,13
File,"CustomCommandFactory.java",,1.64,,1,1,,,1,,11
File,"CustomContainerWebSocketsApplicationTests.java",,0.15,,8,8,,,3,,112
File,"CustomContainerWebSocketsApplicationTests.java",,0.15,,8,8,,,3,,112
File,"CustomContainerWebSocketsApplicationTests.java",,0.15,,8,8,,,3,,112
File,"CustomContainerWebSocketsApplicationTests.java",,0.15,,8,8,,,3,,112
File,"CustomHibernateJpaAutoConfigurationTests.java",,0.25,,6,6,,,3,,109
File,"CustomLoaderLayout.java",,5.40,,1,1,,,1,,5
File,"CustomOAuth2SsoConfigurationTests.java",,0.28,,7,7,,,3,,86
File,"CustomOAuth2SsoWithAuthenticationEntryPointConfigurationTests.java",,0.27,,6,6,,,3,,84
File,"CustomQualifier.java",,2.50,,0,0,,,1,,8
File,"CustomQualifierExampleService.java",,2.50,,1,1,,,1,,8
File,"CustomRestTemplateBasicOAuth2SsoConfigurationTests.java",,0.43,,2,2,,,2,,51
File,"Customer.java",,0.65,,3,3,,,1,,23
File,"Customer.java",,0.38,,9,9,,,1,,39
File,"Customer.java",,0.79,,3,3,,,1,,19
File,"Customer.java",,0.71,,3,3,,,1,,21
File,"Customer.java",,0.75,,4,4,,,1,,20
File,"CustomerController.java",,0.38,,3,3,,,1,,39
File,"CustomerRepository.java",,1.50,,2,2,,,1,,10
File,"CustomerRepository.java",,2.14,,2,2,,,1,,7
File,"CustomerRepository.java",,2.14,,2,2,,,1,,7
File,"CustomerRepository.java",,2.14,,2,2,,,1,,7
File,"CustomerRepository.java",,2.50,,2,2,,,1,,6
File,"DataConverter.java",,0.76,,2,2,,,1,,29
File,"DataEndpointMBean.java",,2.00,,2,2,,,1,,14
File,"DataJpaTest.java",,1.55,,5,5,,,1,,42
File,"DataJpaTestIntegrationTests.java",,0.27,,7,7,,,1,,78
File,"DataJpaTestWithAutoConfigureTestDatabaseReplaceAutoConfiguredIntegrationTests.java",,0.51,,2,2,,,2,,41
File,"DataJpaTestWithAutoConfigureTestDatabaseReplaceAutoConfiguredWithoutOverrideIntegrationTests.java",,0.62,,2,2,,,1,,34
File,"DataJpaTestWithAutoConfigureTestDatabaseReplaceExplicitIntegrationTests.java",,0.43,,3,3,,,2,,49
File,"DataJpaTestWithAutoConfigureTestDatabaseReplaceNoneIntegrationTests.java",,0.62,,2,2,,,1,,34
File,"DataJpaTypeExcludeFilter.java",,0.50,,6,6,,,1,,40
File,"DataMongoTest.java",,1.58,,4,4,,,1,,33
File,"DataMongoTestIntegrationTests.java",,0.56,,2,2,,,1,,36
File,"DataMongoTestWithIncludeFilterIntegrationTests.java",,1.11,,1,1,,,1,,18
File,"DataMongoTypeExcludeFilter.java",,0.49,,6,6,,,1,,41
File,"DataSourceAutoConfiguration.java",,0.30,,8,9,,,10,,168
File,"DataSourceAutoConfigurationTests.java",,0.11,,30,30,,,4,,274
File,"DataSourceBeanCreationFailureAnalyzer.java",,1.40,,1,1,,,1,,15
File,"DataSourceBeanCreationFailureAnalyzerTests.java",,0.47,,3,3,,,2,,43
File,"DataSourceBuilder.java",,0.32,,11,13,,,1,,90
File,"DataSourceConfiguration.java",,0.47,,6,6,,,6,,83
File,"DataSourceHealthIndicator.java",,0.54,,13,13,,,3,,106
File,"DataSourceHealthIndicatorTests.java",,0.29,,6,6,,,1,,70
File,"DataSourceInitializedEvent.java",,3.11,,1,1,,,1,,9
File,"DataSourceInitializedPublisher.java",,0.47,,4,4,,,2,,66
File,"DataSourceInitializer.java",,0.22,,9,9,,,1,,143
File,"DataSourceInitializerPostProcessor.java",,0.63,,4,4,,,2,,48
File,"DataSourceInitializerTests.java",,0.09,,21,21,,,4,,303
File,"DataSourceJsonSerializationTests.java",,0.23,,4,4,,,4,,88
File,"DataSourcePoolMetadata.java",,6.22,,5,5,,,1,,9
File,"DataSourcePoolMetadataProvider.java",,5.40,,1,1,,,1,,5
File,"DataSourcePoolMetadataProviders.java",,1.04,,2,2,,,1,,26
File,"DataSourcePoolMetadataProvidersConfiguration.java",,0.27,,8,8,,,9,,83
File,"DataSourcePoolMetadataProvidersTests.java",,0.47,,2,2,,,1,,43
File,"DataSourceProperties.java",,0.48,,56,57,,,3,,302
File,"DataSourcePropertiesTests.java",,0.28,,11,11,,,1,,95
File,"DataSourcePublicMetrics.java",,0.45,,5,5,,,1,,78
File,"DataSourceTransactionManagerAutoConfiguration.java",,0.46,,2,2,,,3,,52
File,"DataSourceTransactionManagerAutoConfigurationTests.java",,0.21,,8,8,,,3,,106
File,"DataSourceXAResourceRecoveryHelper.java",,0.25,,18,18,,,1,,126
File,"DataSourceXAResourceRecoveryHelperTests.java",,0.16,,15,15,,,1,,127
File,"DatabaseDriver.java",,0.72,,19,21,,,6,,141
File,"DatabaseDriverClassNameTests.java",,0.36,,3,4,,,1,,58
File,"DatabaseDriverTests.java",,0.33,,7,7,,,1,,109
File,"DatabaseLookup.java",,0.55,,1,2,,,1,,47
File,"DatabaseLookupTests.java",,0.32,,12,12,,,1,,65
File,"DefaultApplicationArguments.java",,0.40,,9,9,,,2,,52
File,"DefaultApplicationArgumentsTests.java",,0.35,,7,7,,,1,,57
File,"DefaultCacheStatistics.java",,0.40,,9,9,,,1,,52
File,"DefaultCatalog.java",,0.59,,3,3,,,1,,27
File,"DefaultCommandFactory.java",,0.80,,1,1,,,1,,25
File,"DefaultCounterService.java",,0.71,,5,5,,,1,,34
File,"DefaultCounterServiceSpeedTests.java",,0.22,,4,5,,,4,,90
File,"DefaultCounterServiceTests.java",,0.38,,6,6,,,1,,53
File,"DefaultEchoService.java",,1.36,,2,2,,,1,,11
File,"DefaultEchoService.java",,1.36,,2,2,,,1,,11
File,"DefaultEchoService.java",,1.36,,2,2,,,1,,11
File,"DefaultEchoService.java",,1.36,,2,2,,,1,,11
File,"DefaultErrorAttributes.java",,0.27,,12,12,,,1,,135
File,"DefaultErrorAttributesTests.java",,0.12,,15,15,,,1,,162
File,"DefaultErrorViewIntegrationTests.java",,0.20,,4,6,,,3,,93
File,"DefaultErrorViewResolver.java",,0.39,,10,10,,,2,,105
File,"DefaultErrorViewResolverTests.java",,0.12,,17,17,,,2,,179
File,"DefaultGaugeService.java",,0.86,,3,3,,,1,,28
File,"DefaultGaugeServiceSpeedTests.java",,0.22,,4,5,,,4,,91
File,"DefaultGaugeServiceTests.java",,1.00,,1,1,,,1,,20
File,"DefaultJmsListenerContainerFactoryConfigurer.java",,0.87,,5,5,,,1,,53
File,"DefaultLaunchScript.java",,0.43,,6,6,,,1,,68
File,"DefaultLaunchScriptTests.java",,0.13,,28,28,,,1,,166
File,"DefaultLayoutFactory.java",,2.63,,1,1,,,1,,8
File,"DefaultLogbackConfiguration.java",,0.19,,8,8,,,1,,127
File,"DefaultMetricNamingStrategy.java",,0.78,,1,1,,,1,,32
File,"DefaultMetricNamingStrategyTests.java",,0.50,,4,4,,,1,,40
File,"DefaultOpenTsdbNamingStrategy.java",,1.39,,3,3,,,1,,28
File,"DefaultPropertyNamePatternsMatcher.java",,0.28,,6,6,,,1,,82
File,"DefaultPropertyNamePatternsMatcherTests.java",,0.41,,7,7,,,1,,49
File,"DefaultRepositorySystemSessionAutoConfiguration.java",,0.53,,3,3,,,1,,40
File,"DefaultRestartInitializer.java",,0.93,,4,4,,,1,,45
File,"DefaultRestartInitializerTests.java",,0.24,,13,13,,,4,,88
File,"DefaultSourceFolderUrlFilter.java",,0.34,,6,6,,,1,,64
File,"DefaultSourceFolderUrlFilterTests.java",,0.24,,7,7,,,1,,83
File,"DefaultTestExecutionListenersPostProcessor.java",,4.14,,1,1,,,1,,7
File,"DefaultUserInfoRestTemplateFactory.java",,0.38,,3,3,,,1,,60
File,"DeferredLog.java",,0.17,,23,25,,,2,,133
File,"DeferredLogTests.java",,0.16,,19,19,,,1,,122
File,"Definition.java",,0.67,,7,7,,,1,,55
File,"DefinitionsParser.java",,0.22,,11,11,,,2,,106
File,"DefinitionsParserTests.java",,0.09,,19,19,,,17,,232
File,"DelayedLiveReloadTrigger.java",,0.28,,5,5,,,1,,76
File,"DelayedLiveReloadTriggerTests.java",,0.23,,7,7,,,1,,91
File,"DelegateTestRunner.java",,1.40,,1,2,,,1,,15
File,"DelegatingApplicationContextInitializer.java",,0.26,,8,8,,,1,,89
File,"DelegatingApplicationContextInitializerTests.java",,0.22,,9,9,,,4,,89
File,"DelegatingApplicationListener.java",,0.31,,4,4,,,1,,74
File,"DelegatingApplicationListenerTests.java",,0.28,,6,6,,,3,,71
File,"DelegatingFilterProxyRegistrationBean.java",,1.07,,6,6,,,2,,44
File,"DelegatingFilterProxyRegistrationBeanTests.java",,0.22,,10,10,,,2,,93
File,"Delta.java",,1.91,,2,2,,,1,,11
File,"Dependency.java",,1.05,,4,4,,,1,,20
File,"Dependency.java",,0.55,,15,15,,,2,,110
File,"DependencyAutoConfigurationTransformation.java",,0.64,,3,3,,,1,,42
File,"DependencyCustomizer.java",,0.67,,18,18,,,5,,148
File,"DependencyCustomizerTests.java",,0.15,,13,13,,,2,,135
File,"DependencyFilter.java",,0.90,,5,5,,,1,,39
File,"DependencyFilterMojoTests.java",,0.33,,6,6,,,2,,60
File,"DependencyManagement.java",,4.86,,3,3,,,1,,7
File,"DependencyManagementArtifactCoordinatesResolver.java",,0.52,,6,6,,,1,,42
File,"DependencyManagementArtifactCoordinatesResolverTests.java",,0.58,,4,4,,,1,,36
File,"DependencyManagementBom.java",,2.55,,1,1,,,1,,11
File,"DependencyManagementBomTransformation.java",,0.12,,14,14,,,2,,194
File,"DependencyManagementPluginFeatures.java",,0.88,,2,2,,,2,,25
File,"DependencyResolutionContext.java",,0.28,,8,8,,,1,,76
File,"DependencyResolutionContextTests.java",,1.12,,2,2,,,1,,17
File,"DependencyResolutionFailedException.java",,3.57,,1,1,,,1,,7
File,"DependencyResolver.java",,4.83,,1,1,,,1,,6
Unknown Annotation,"Deprecated",,0.00,,,,,,,,
File,"DeprecatedClassMethodConfig.java",,0.80,,5,5,,,2,,25
File,"DeprecatedConfigurationProperty.java",,2.54,,2,2,,,1,,13
File,"DeprecatedConfigurationProperty.java",,2.54,,2,2,,,1,,13
File,"DeprecatedMethodConfig.java",,0.80,,5,5,,,2,,25
File,"DeprecatedPluginTests.java",,1.18,,1,1,,,1,,17
File,"DeprecatedProperties.java",,1.00,,4,4,,,1,,20
